"bloco","bairro","regiao","data","data_relativa","concentracao","desfile","final","local_da_concentracao","percurso","publico_estimado","ano_do_primeiro_desfile","label","lon","lat"
"Caldeirão do Coqueiro","Santíssimo","Zona Oeste",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"praca do coqueiro rio de janeiro","Parado",500,2010,"Bloco: Caldeirão do Coqueiro - Bairro: Santíssimo - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 16:00:00",-43.8464267,-22.9174275
"Carmelitas","Santa Teresa","Centro",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 13:00:00,1899-12-31 15:00:00,1899-12-31 19:00:00,"esquina da ladeira de santa teresa com rua dias de barros rio de janeiro","Esquina da ladeira de Santa Teresa com Rua Dias de Barros, segundo até o Largo dos Guimarães",800,1990,"Bloco: Carmelitas - Bairro: Santa Teresa - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 13:00:00",NA,NA
"Cata Latas do Grajaú","Grajaú","Tijuca e Adj",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"praca nobel rio de janeiro","Parado",450,2011,"Bloco: Cata Latas do Grajaú - Bairro: Grajaú - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 18:00:00",-43.2595302,-22.9268142
"Eco Bloco do Rio","Lapa","Centro",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 18:00:00,1899-12-31 22:00:00,"largo de sao francisco   tiradentes  rio de janeiro","PARADO",3000,2013,"Bloco: Eco Bloco do Rio - Bairro: Lapa - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 18:00:00",-42.9778638,-22.8211414
"Embaixadores da Folia","Centro","Centro",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"buraco do lume rio de janeiro","Parado",8000,2001,"Bloco: Embaixadores da Folia - Bairro: Centro - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 18:00:00",-43.1751069,-22.9050189
"Escorrega Mas Não Cai","Saúde","Centro",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"praca coronel assuncao  praca da harmonia  rio de janeiro","Rua Sacadura Cabral, Rua Aníbal Falcão, Rua Coelho e Castro, Rua Edgard Gordilho e Largo São Francisco da Prainha",1000,2008,"Bloco: Escorrega Mas Não Cai - Bairro: Saúde - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 16:00:00",-43.1916385,-22.8955242
"Eu Sou Eu, Jacaré é Bicho D’ Água","Vila isabel","Tijuca e Adj",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 22:00:00,"esquina de visc  abaete com torres homem rio de janeiro","Parado",900,2000,"Bloco: Eu Sou Eu, Jacaré é Bicho D’ Água - Bairro: Vila isabel - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 16:00:00",-43.2445147,-22.9137839
"Meia Dúzia de Gatos Pingados","Bangu","Zona Oeste",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 19:00:00,1899-12-31 20:00:00,"avenida conego vasconcelos  rio de janeiro","Calçadão de Bangu, até Largo de Bangu (igreja)",300,2015,"Bloco: Meia Dúzia de Gatos Pingados - Bairro: Bangu - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 18:00:00",-43.4647901,-22.8819883
"Rio de Janeiro","Bangu","Zona Oeste",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 15:00:00,1899-12-31 17:00:00,1899-12-31 20:00:00,"praca lucio leite da costa rio de janeiro","Praça Lucio Leite da Costa, Rua Walter Cardoso, Rua Oliveira Ribeiro, Rua Silva Cardoso, Rua Santa Cecília e Praça da Fé",1800,2018,"Bloco: Rio de Janeiro - Bairro: Bangu - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 15:00:00",NA,NA
"Rola Preguiçosa - Tarda mas não falha","Ipanema","Zona Sul",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 20:00:00,1899-12-31 23:00:00,"rua maria quiteria rio de janeiro","Rua Maria Quitéria, Av. Visconde de Pirajá e Rua Vinícius de Moraes",15000,1993,"Bloco: Rola Preguiçosa - Tarda mas não falha - Bairro: Ipanema - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 18:00:00",NA,NA
"Senta que Eu empurro","Catete","Zona Sul",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 18:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"rua dois de dezembro rio de janeiro","Rua Artur Bernardes em frente ao nº26, Rua Bento Lisboa, Rua Dois de Dezembro e finalizando na esquina da Rua do Catete em frente ao restaurante Paraíso do Chopp",2500,2008,"Bloco: Senta que Eu empurro - Bairro: Catete - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 18:00:00",-43.1766778,-22.9298761
"Te Vejo Por Dentro... Sou da Radiologia","Lapa","Centro",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 17:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"rua joaquim silva  rio de janeiro","Parado",1000,2015,"Bloco: Te Vejo Por Dentro... Sou da Radiologia - Bairro: Lapa - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 17:00:00",-43.1790386,-22.9152095
"Unidos do Chapadão","Ramos","Zona Norte 3",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 19:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"travessa dos campeoes rio de janeiro","Travessa dos Campeões, Avenida dos Campeões até o nº 1,Rua Sargento Gerreira, TV. Horácio, Rua João Romariz, TV. Sargento Gerreira  voltando a Travessa dos Campeões",800,2009,"Bloco: Unidos do Chapadão - Bairro: Ramos - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 19:00:00",-43.2534038,-22.8543355
"Vestiu uma Camisinha Listrada e Saiu por Aí","Centro","Centro",2018-02-09,"Sexta-feira de Carnaval",1899-12-31 16:00:00,1899-12-31 16:00:00,1899-12-31 22:00:00,"largo da carioca rio de janeiro","Largo da Carioca, 13 de Maio e Cinelandia",2000,1992,"Bloco: Vestiu uma Camisinha Listrada e Saiu por Aí - Bairro: Centro - Regiao: Zona Norte 2Data: 2018-02-09 - Concentração 16:00:00",-41.8560872,-22.4515641
"Aconteceu","Santa Teresa","Centro",2018-02-10,"Sábado - 1 semana antes do Carnaval",1899-12-31 16:00:00,1900-01-04 18:00:00,1900-01-04 22:00:00,"rua aurea rio de janeiro","Largo das Neves, Rua Progresso, Rua Oriente, Rua Aurea",1000,2000,"Bloco: Aconteceu - Bairro: Santa Teresa - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.1887309,-22.9223772
"Afro Dan Ara","Vila isabel","Tijuca e Adj",2018-02-10,"Sábado de Carnaval",1899-12-31 17:00:00,1899-12-31 19:00:00,1899-12-31 20:00:00,"boulevard  de setembro rio de janeiro","Boulevard 28 de Setembro, da Rua Visconde de Abaeté até a Praça Barão de Drummond, voltando pelo Boulevard 28 de Setembro até a Visconde de Abaeté",300,2011,"Bloco: Afro Dan Ara - Bairro: Vila isabel - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 17:00:00",-43.2425792,-22.9152067
"Amigos da Esquina","Engenho de Dentro","Zona Norte 2",2018-02-10,"Sábado de Carnaval",1899-12-31 18:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"rua pernambuco  rio de janeiro","Rua Pernambuco, Rua Barbacena e Rua Pernambuco",1000,2004,"Bloco: Amigos da Esquina - Bairro: Engenho de Dentro - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 18:00:00",-43.2992302,-22.8987046
"Amigos da Esquina de Madureira - Fla Esquina","Madureira","Zona Norte 1",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 19:00:00,1899-12-31 21:00:00,"praca de magno rio de janeiro","Parado",500,2017,"Bloco: Amigos da Esquina de Madureira - Fla Esquina - Bairro: Madureira - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.1745717,-22.7874422
"Amigos da Joaquim Méier","Méier","Zona Norte 2",2018-02-10,"Sábado de Carnaval",1899-12-31 18:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"rua joaquim meier  rio de janeiro","Rua Joaquim Méier, Rua Guaju, Rua Oliveira, Rua Dias da Cruz até  a José Veríssimo, retornando pela Rua Dias da Cruz, Rua Oliveira, Rua Guaju e Rua Joaquim Méier",4000,2000,"Bloco: Amigos da Joaquim Méier - Bairro: Méier - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 18:00:00",-43.2808572,-22.9060912
"Amigos do Catete","Catete","Zona Sul",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 21:00:00,"rua dois de dezembro rio de janeiro","Rua do Catete, Rua Pedro Américo, Rua Bento Lisboa, Rua Dois de Dezembro, voltando ao local de concentração",1000,2000,"Bloco: Amigos do Catete - Bairro: Catete - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.1766778,-22.9298761
"Amigos do Wilson Alicate","Praça da Bandeira","Tijuca e Adj",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 17:00:00,1899-12-31 22:00:00,"rua sao valetim rio de janeiro","Parado",400,2015,"Bloco: Amigos do Wilson Alicate - Bairro: Praça da Bandeira - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.2118585,-22.9125838
"Associação Cultural e Bloco Cidade Nova","Cidade Nova","Centro",2018-02-10,"Sábado de Carnaval",1899-12-31 11:00:00,1899-12-31 11:00:00,1899-12-31 18:00:00,"rua julio do carmo  rio de janeiro","Parado",250,2018,"Bloco: Associação Cultural e Bloco Cidade Nova - Bairro: Cidade Nova - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 11:00:00",-43.2014644,-22.9102888
"Banda da Penha","Penha","Zona Norte 1",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1900-01-01 20:00:00,1900-01-01 22:00:00,"largo da rua couto rio de janeiro","Parado",1000,2014,"Bloco: Banda da Penha - Bairro: Penha - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.2359697,-22.8904448
"Banda de Bangu","Bangu","Zona Oeste",2018-02-10,"Sábado de Carnaval",1899-12-31 14:00:00,1899-12-31 19:00:00,1899-12-31 20:00:00,"av  conego vasconcelos  rio de janeiro","Desce a Av. Conego Vasconcelos, entra na Rua Oliveira Ribeiro, desce a Rua Silva Cardoso, entra na Rua Santa Cecília, Sobe a Conego Vasconcelos e encerra no número 1029",200,2008,"Bloco: Banda de Bangu - Bairro: Bangu - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 14:00:00",-43.4647901,-22.8819883
"Banda de Ipanema","Ipanema","Zona Sul",2018-02-10,"Sábado de Carnaval",1899-12-31 15:00:00,1899-12-31 17:30:00,1899-12-31 21:00:00,"rua jangadeiros rio de janeiro","Rua Gomes Carneiro, Avenida Vieira Souto, Rua Joana Angélica e Rua Visconde de Pirajá, até a Praça General Osório",90000,1965,"Bloco: Banda de Ipanema - Bairro: Ipanema - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 15:00:00",-43.1968402,-22.9846819
"Banda do Largo da 2ª Feira","Tijuca","Tijuca e Adj",2018-02-10,"Sábado de Carnaval",1899-12-31 15:00:00,1899-12-31 18:00:00,1899-12-31 21:00:00,"rua conde de bonfim  rio de janeiro","PARADO",6000,1990,"Bloco: Banda do Largo da 2ª Feira - Bairro: Tijuca - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 15:00:00",NA,NA
"Banda do Mackenzie","Méier","Zona Norte 2",2018-02-10,"Sábado de Carnaval",1899-12-31 14:00:00,1899-12-31 18:00:00,1899-12-31 20:00:00,"rua dias da cruz  rio de janeiro","Rua Dias da Cruz, do nº 561 até a Rua Magalhães Couto, retornando ao local de concentração",1500,1980,"Bloco: Banda do Mackenzie - Bairro: Méier - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 14:00:00",-43.2883459,-22.9046406
"Banda Sá Ferreira","Copacabana","Zona Sul",2018-02-10,"Sábado de Carnaval",1899-12-31 14:00:00,1899-12-31 16:00:00,1899-12-31 20:00:00,"calcadao da rua sa ferreira com av  atlantica rio de janeiro","Rua Sá Ferreira, Bulhões de Carvalho, Francisco Otaviano, Av. Atlântica com Sá Ferreira",2000,1940,"Bloco: Banda Sá Ferreira - Bairro: Copacabana - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 14:00:00",NA,NA
"Blocão da Barra","Barra da Tijuca","Barra/JPA",2018-02-10,"Sábado de Carnaval",1899-12-31 10:00:00,1899-12-31 11:00:00,1899-12-31 13:00:00,"praca do o rio de janeiro","Parado",700,2014,"Bloco: Blocão da Barra - Bairro: Barra da Tijuca - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 10:00:00",-43.1735877,-22.9030884
"Bloco Afro Zimbauê da Ilha","Ilha do Governador","Zona Norte 3",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 16:00:00,1899-12-31 18:00:00,"praca da freguesia rio de janeiro","Segue pela Praia da Guanabara e Pça Nossa Senhora da Ajuda.",300,2017,"Bloco: Bloco Afro Zimbauê da Ilha - Bairro: Ilha do Governador - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.3436997,-22.9405932
"Bloco Boemios do Catruz","Pedra de Guaratiba","Zona Oeste",2018-02-10,"sabado de carnaval",1899-12-31 21:00:00,1899-12-31 21:00:00,1899-12-31 22:00:00,"praca dr  raul capello barrozo rio de janeiro","Parado",1500,2010,"Bloco: Bloco Boemios do Catruz - Bairro: Pedra de Guaratiba - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 21:00:00",NA,NA
"Bloco Carnavalesco Infantil Sementes do Samba","Vila isabel","Tijuca e Adj",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 19:00:00,"av   de setembro  rio de janeiro","Segue pela 28 de Setembro até a esquina da Rua Visconde de Abaeté",600,2015,"Bloco: Bloco Carnavalesco Infantil Sementes do Samba - Bairro: Vila isabel - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.2542797,-22.9210236
"bloco carnavalesco pombo correio","Vila isabel","Tijuca e Adj",2018-02-10,"sábado de carnaval",1899-12-31 16:00:00,1899-12-31 18:00:00,1899-12-31 20:00:00,"rua visconde de abaete n   rio de janeiro","R. visconde de abaete, R. teodoro da silva, R. gonzaga bastos, Av. boulevard 28 de setembro, R. rocha fragoso.",1500,1994,"Bloco: bloco carnavalesco pombo correio - Bairro: Vila isabel - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",NA,NA
"Bloco Confetes e Serpentinas","Pedra de Guaratiba","zona oeste",2018-02-10,"sabado de carnaval",1899-12-31 19:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"praca dr  raul capello barrozo rio de janeiro","Parado",1500,2016,"Bloco: Bloco Confetes e Serpentinas - Bairro: Pedra de Guaratiba - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 19:00:00",NA,NA
"Bloco do Barbas","Botafogo","Zona Sul",2018-02-10,"Sábado de Carnaval",1899-12-31 14:00:00,1899-12-31 15:30:00,1899-12-31 19:30:00,"rua assis bueno rio de janeiro","Rua Arnaldo Quintela, Rua da Passagem e Rua General Góes Monteiro",5000,1985,"Bloco: Bloco do Barbas - Bairro: Botafogo - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 14:00:00",-43.1845371,-22.9568872
"Bloco do Camelo","Ilha de Paquetá","Centro",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 19:00:00,1899-12-31 21:00:00,"praia jose bonifacio rio de janeiro","Praia José Bonifacio e Furkim Werneck",400,1984,"Bloco: Bloco do Camelo - Bairro: Ilha de Paquetá - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",NA,NA
"Bloco do Show do Antonio Carlos","Glória","Zona Sul",2018-02-10,"Sábado de Carnaval",1899-12-31 09:00:00,1899-12-31 12:30:00,1899-12-31 15:00:00,"rua do russel  rio de janeiro","Rua do Russel, Largo da Glória, Av. Augusto Severo (junto as edificções), Rua Mestre Valentim e Av. Luis de Vasconcelos (junto ao Passeio).",3000,2002,"Bloco: Bloco do Show do Antonio Carlos - Bairro: Glória - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 09:00:00",-43.1742378,-22.9220861
"Bloco do Tamanco","Padre Miguel","Zona Oeste",2018-02-10,"Sábado de Carnaval",1899-12-31 11:00:00,1899-12-31 13:00:00,1899-12-31 17:00:00,"rua d  rio de janeiro","Rua D, Figueiredo Camargo até o campo do Bangu e volta",3500,2013,"Bloco: Bloco do Tamanco - Bairro: Padre Miguel - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 11:00:00",-43.4495807,-22.8732297
"Bloco dos Serragens","Ilha de Paquetá","Centro",2018-02-10,"Sábado de Carnaval",1899-12-31 15:00:00,1899-12-31 15:00:00,1899-12-31 20:00:00,"rua adelaide alambari  rio de janeiro","Rua Adelaide Alambari, Rua Alambari Luz, Praia da Moreninha, Rua Principe Regente, Praça Bom Jesus.",500,2007,"Bloco: Bloco dos Serragens - Bairro: Ilha de Paquetá - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 15:00:00",-43.1067451,-22.7515953
"Bloco Guri da Barra","Barra da Tijuca","Barra/JPA",2018-02-10,"Sábado de Carnaval",1899-12-31 17:00:00,1899-12-31 17:00:00,1899-12-31 19:00:00,"praca do pomar rio de janeiro","Parado",300,2018,"Bloco: Bloco Guri da Barra - Bairro: Barra da Tijuca - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 17:00:00",NA,NA
"Cachorrão de Bangu","Bangu","Zona Oeste",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"rua  de fevereiro   santa cecilia rio de janeiro","Rua 12 de Fevereiro, Rua Santa Cecília, Rangel Pestana",200,2006,"Bloco: Cachorrão de Bangu - Bairro: Bangu - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.1838928,-22.9574166
"Caldeirão do Coqueiro","Santíssimo","Zona Oeste",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"praca do coqueiro rio de janeiro","Parado",500,2010,"Bloco: Caldeirão do Coqueiro - Bairro: Santíssimo - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.8464267,-22.9174275
"Cantinho do Urubu","Madureira","Zona Norte 1",2018-02-10,"Sábado de Carnaval",1899-12-31 20:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"estrada do portela  rio de janeiro","Parado",1000,2013,"Bloco: Cantinho do Urubu - Bairro: Madureira - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 20:00:00",NA,NA
"Carioca da Gema","Lapa","Centro",2018-02-10,"Sábado de Carnaval",1899-12-31 15:00:00,1899-12-31 16:00:00,1899-12-31 21:00:00,"rua dos arcos    rio de janeiro","Rua dos Arcos, 24 - em frente à Fundição Progresso (Parado em palco montado em frente a Fundição)",1000,2006,"Bloco: Carioca da Gema - Bairro: Lapa - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 15:00:00",-43.1812725,-22.9121758
"Carrossel de Emoções","Barra da Tijuca","Barra/JPA",2018-02-10,"Sábado de Carnaval",1899-12-31 08:00:00,1899-12-31 09:00:00,1899-12-31 13:00:00,"arena blocos rio de janeiro","Parado",1e+05,2016,"Bloco: Carrossel de Emoções - Bairro: Barra da Tijuca - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 08:00:00",-42.0085729,-22.8812084
"Céu na Terra","Santa Teresa","Centro",2018-02-10,"Sábado de Carnaval",1899-12-31 07:00:00,1899-12-31 08:00:00,1899-12-31 11:00:00,"largo dos guimaraes rio de janeiro","Rua Alm. Alexandrino, Largo do Curvelo",7000,2001,"Bloco: Céu na Terra - Bairro: Santa Teresa - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 07:00:00",-43.1860341,-22.9215545
"Chora 10","Tijuca","Tijuca e Adj",2018-02-10,"Sábado de Carnaval",1899-12-31 16:00:00,1899-12-31 19:00:00,1899-12-31 22:00:00,"rua sao miguel  rio de janeiro","Rua São Miguel, Rua Santa Carolina, Avenida Maracanã, Rua São Rafael e Rua São Miguel",1000,2011,"Bloco: Chora 10 - Bairro: Tijuca - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 16:00:00",-43.2515437,-22.9394833
"Ciganas Feiticeiras de Olaria","Olaria","Zona Norte 3",2018-02-10,"Sábado de Carnaval",1899-12-31 17:00:00,1899-12-31 19:00:00,1899-12-31 21:00:00,"rua paranhos rio de janeiro","Rua João Rego, Rua Delfim Carlos, Rua Paranhos até origem.",1000,1995,"Bloco: Ciganas Feiticeiras de Olaria - Bairro: Olaria - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 17:00:00",-43.2705023,-22.854361
"Confraria do Peru Sadio","Leme","Zona Sul",2018-02-10,"Segunda-feira de Carnaval",1899-12-31 14:00:00,1899-12-31 16:00:00,1899-12-31 20:00:00,"avenida atlantica    rio de janeiro","Avenida Atlântica, seguindo até a esquina da Princesa Isabel e retornando pela Av. Atlantica até o Posto 01",1500,2004,"Bloco: Confraria do Peru Sadio - Bairro: Leme - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 14:00:00",-43.1814726,-22.9695324
"Coração das Crianças","Rocinha","Zona Sul",2018-02-10,"Sábado de Carnaval",1899-12-31 18:00:00,1899-12-31 20:00:00,1899-12-31 22:00:00,"rua nova  antiga rua   rio de janeiro","Rua 4 até Cidade Nova",600,1978,"Bloco: Coração das Crianças - Bairro: Rocinha - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 18:00:00",-42.8121734,-22.7024506
"Cordão Alegria da Tijuca","Tijuca","Tijuca e Adj",2018-02-10,"Sábado de Carnaval",1899-12-31 18:00:00,1899-12-31 18:00:00,1899-12-31 22:00:00,"rua afonso pena entre haddock lobo e doutor satamini rio de janeiro","Rua Afonso Pena, Rua Haddock Lobo, Rua Campos Sales, Doutor Satamini, Largo da Segunda-feira, Rua Haddock Lobo e Rua Afonso Pena",15000,2001,"Bloco: Cordão Alegria da Tijuca - Bairro: Tijuca - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 18:00:00",NA,NA
"Cordão da Bola Preta","Centro","Centro",2018-02-10,"Sábado de Carnaval",1899-12-31 07:00:00,1899-12-31 09:00:00,1899-12-31 14:00:00,"av  presidente antonio carlos  rio de janeiro","Segue pela Av. Pres. Antonio Carlos até o Ministerio da Fazenda.",1500000,1919,"Bloco: Cordão da Bola Preta - Bairro: Centro - Regiao: Zona Norte 2Data: 2018-02-10 - Concentração 07:00:00",-43.1729739,-22.9077771
